<<<<<<< HEAD
gradients/bert/embeddings/Slice_grad/Pad 568786 568909
global_norm/L2Loss 568919 569036
global_norm/L2Loss_1 569041 569102
global_norm/L2Loss_2 569107 569386
global_norm/stack 569391 574244
global_norm/Sum 574322 579076
global_norm/mul 579083 579161
global_norm/global_norm 579167 579733
VerifyFinite/CheckNumerics 579739 959935
clip_by_global_norm/truediv 959995 960108
clip_by_global_norm/Minimum 960117 960185
clip_by_global_norm/mul 960191 960249
clip_by_global_norm/mul_34 960268 960330
clip_by_global_norm/mul_35 960336 960388
clip_by_global_norm/mul_36 960393 960442
clip_by_global_norm/mul_37 960448 960496
clip_by_global_norm/mul_38 960502 960550
clip_by_global_norm/mul_39 960556 960630
clip_by_global_norm/mul_40 960636 960688
clip_by_global_norm/mul_41 960694 960742
clip_by_global_norm/mul_42 960748 960797
clip_by_global_norm/mul_43 960803 960852
clip_by_global_norm/mul_44 960857 960905
clip_by_global_norm/mul_45 960910 960958
clip_by_global_norm/mul_46 960963 961012
clip_by_global_norm/mul_5 961017 961066
clip_by_global_norm/mul_47 961071 961119
clip_by_global_norm/mul_48 961125 961175
clip_by_global_norm/mul_49 961185 961238
clip_by_global_norm/mul_50 961244 961294
clip_by_global_norm/mul_51 961299 961348
clip_by_global_norm/mul_52 961353 961411
clip_by_global_norm/mul_53 961416 961465
clip_by_global_norm/mul_54 961470 961563
clip_by_global_norm/mul_55 961568 961628
clip_by_global_norm/mul_56 961633 961683
clip_by_global_norm/mul_6 961688 961741
clip_by_global_norm/mul_57 961747 961828
clip_by_global_norm/mul_58 961845 961900
clip_by_global_norm/mul_59 961905 961953
clip_by_global_norm/mul_60 961958 962006
clip_by_global_norm/mul_61 962011 962058
clip_by_global_norm/mul_62 962064 962112
clip_by_global_norm/mul_63 962117 962184
clip_by_global_norm/mul_64 962189 962242
clip_by_global_norm/mul_65 962248 962305
clip_by_global_norm/mul_66 962311 962365
clip_by_global_norm/mul_1 962371 962422
clip_by_global_norm/mul_7 962433 962488
clip_by_global_norm/mul_67 962493 962545
clip_by_global_norm/mul_68 962550 962611
clip_by_global_norm/mul_69 962616 962668
clip_by_global_norm/mul_70 962674 962731
clip_by_global_norm/mul_71 962737 962790
clip_by_global_norm/mul_72 962796 962852
clip_by_global_norm/mul_73 962858 962912
clip_by_global_norm/mul_74 962917 962968
clip_by_global_norm/mul_75 962979 963033
clip_by_global_norm/mul_76 963039 963090
clip_by_global_norm/mul_8 963095 963156
clip_by_global_norm/mul_77 963161 963212
clip_by_global_norm/mul_78 963217 963274
clip_by_global_norm/mul_79 963282 963335
clip_by_global_norm/mul_80 963341 963397
clip_by_global_norm/mul_81 963403 963457
clip_by_global_norm/mul_82 963462 963513
clip_by_global_norm/mul_83 963523 963577
clip_by_global_norm/mul_84 963583 963634
clip_by_global_norm/mul_85 963639 963698
clip_by_global_norm/mul_86 963703 963755
clip_by_global_norm/mul_9 963761 963817
clip_by_global_norm/mul_87 963822 963875
clip_by_global_norm/mul_88 963881 963936
clip_by_global_norm/mul_89 963942 963995
clip_by_global_norm/mul_90 964000 964051
clip_by_global_norm/mul_91 964062 964115
clip_by_global_norm/mul_92 964120 964171
clip_by_global_norm/mul_93 964176 964234
clip_by_global_norm/mul_94 964239 964290
clip_by_global_norm/mul_95 964295 964351
clip_by_global_norm/mul_96 964356 964409
clip_by_global_norm/mul_10 964415 964471
clip_by_global_norm/mul_97 964477 964531
clip_by_global_norm/mul_98 964536 964587
clip_by_global_norm/mul_99 964597 964651
clip_by_global_norm/mul_100 964656 964707
clip_by_global_norm/mul_101 964713 964771
clip_by_global_norm/mul_102 964776 964828
clip_by_global_norm/mul_103 964833 964891
clip_by_global_norm/mul_104 964896 964950
clip_by_global_norm/mul_105 964955 965006
clip_by_global_norm/mul_106 965016 965071
clip_by_global_norm/mul_11 965076 965127
clip_by_global_norm/mul_107 965137 965191
clip_by_global_norm/mul_108 965196 965279
clip_by_global_norm/mul_109 965285 965347
clip_by_global_norm/mul_110 965352 965404
clip_by_global_norm/mul_111 965410 965467
clip_by_global_norm/mul_112 965472 965526
clip_by_global_norm/mul_113 965531 965587
clip_by_global_norm/mul_114 965593 965646
clip_by_global_norm/mul_115 965651 965702
clip_by_global_norm/mul_116 965712 965775
clip_by_global_norm/mul_12 965781 965835
clip_by_global_norm/mul_117 965841 965901
clip_by_global_norm/mul_118 965907 965958
clip_by_global_norm/mul_119 965963 966026
clip_by_global_norm/mul_120 966032 966085
clip_by_global_norm/mul_121 966090 966141
clip_by_global_norm/mul_122 966151 966205
clip_by_global_norm/mul_123 966210 966261
clip_by_global_norm/mul_124 966271 966325
clip_by_global_norm/mul_125 966330 966382
clip_by_global_norm/mul_126 966387 966445
clip_by_global_norm/mul_13 966450 966501
clip_by_global_norm/mul_127 966507 966565
clip_by_global_norm/mul_128 966571 966625
clip_by_global_norm/mul_129 966630 966681
clip_by_global_norm/mul_130 966691 966745
clip_by_global_norm/mul_131 966750 966801
clip_by_global_norm/mul_132 966810 966864
clip_by_global_norm/mul_133 966869 966920
clip_by_global_norm/mul_134 966924 966983
clip_by_global_norm/mul_135 966988 967041
clip_by_global_norm/mul_136 967046 967102
clip_by_global_norm/mul_14 967108 967161
clip_by_global_norm/mul_137 967166 967216
clip_by_global_norm/mul_138 967226 967281
clip_by_global_norm/mul_139 967286 967337
clip_by_global_norm/mul_140 967342 967401
clip_by_global_norm/mul_141 967406 967457
clip_by_global_norm/mul_142 967462 967519
clip_by_global_norm/mul_143 967525 967577
clip_by_global_norm/mul_144 967582 967639
clip_by_global_norm/mul_145 967644 967698
clip_by_global_norm/mul_146 967704 967755
clip_by_global_norm/mul_15 967766 967820
clip_by_global_norm/mul_147 967825 967876
clip_by_global_norm/mul_148 967882 967940
clip_by_global_norm/mul_149 967945 967995
clip_by_global_norm/mul_150 968000 968056
clip_by_global_norm/mul_151 968062 968115
clip_by_global_norm/mul_152 968121 968177
clip_by_global_norm/mul_153 968182 968235
clip_by_global_norm/mul_154 968241 968292
clip_by_global_norm/mul_155 968303 968356
clip_by_global_norm/mul_156 968361 968412
clip_by_global_norm/mul_16 968417 968478
clip_by_global_norm/mul_157 968483 968535
clip_by_global_norm/mul_158 968540 968597
clip_by_global_norm/mul_159 968602 968656
clip_by_global_norm/mul_160 968661 968717
clip_by_global_norm/mul_161 968723 968777
clip_by_global_norm/mul_162 968782 968834
clip_by_global_norm/mul_163 968844 968925
clip_by_global_norm/mul_164 968931 968985
clip_by_global_norm/mul_165 968990 969051
clip_by_global_norm/mul_166 969057 969108
clip_by_global_norm/mul_2 969113 969169
clip_by_global_norm/mul_17 969175 969228
clip_by_global_norm/mul_167 969233 969289
clip_by_global_norm/mul_168 969294 969348
clip_by_global_norm/mul_169 969353 969403
clip_by_global_norm/mul_170 969414 969467
clip_by_global_norm/mul_171 969473 969524
clip_by_global_norm/mul_172 969529 969588
clip_by_global_norm/mul_173 969611 969668
clip_by_global_norm/mul_174 969674 969731
clip_by_global_norm/mul_175 969737 969800
clip_by_global_norm/mul_176 969807 969860
clip_by_global_norm/mul_18 969866 969916
clip_by_global_norm/mul_177 969922 969972
clip_by_global_norm/mul_178 969978 970029
clip_by_global_norm/mul_179 970034 970084
clip_by_global_norm/mul_180 970090 970141
clip_by_global_norm/mul_181 970147 970198
clip_by_global_norm/mul_182 970203 970261
clip_by_global_norm/mul_183 970266 970320
clip_by_global_norm/mul_184 970325 970376
clip_by_global_norm/mul_185 970386 970440
clip_by_global_norm/mul_186 970445 970496
clip_by_global_norm/mul_19 970506 970560
clip_by_global_norm/mul_187 970565 970616
clip_by_global_norm/mul_188 970621 970679
clip_by_global_norm/mul_189 970685 970736
clip_by_global_norm/mul_190 970741 970798
clip_by_global_norm/mul_191 970803 970857
clip_by_global_norm/mul_192 970862 970914
clip_by_global_norm/mul_193 970924 970978
clip_by_global_norm/mul_194 970983 971034
clip_by_global_norm/mul_195 971044 971097
clip_by_global_norm/mul_196 971102 971154
clip_by_global_norm/mul_20 971159 971217
clip_by_global_norm/mul_197 971223 971274
clip_by_global_norm/mul_198 971279 971335
clip_by_global_norm/mul_199 971341 971395
clip_by_global_norm/mul_200 971401 971452
clip_by_global_norm/mul_201 971462 971517
clip_by_global_norm/mul_202 971522 971572
clip_by_global_norm/mul_203 971577 971636
clip_by_global_norm/mul_204 971642 971693
clip_by_global_norm/mul_205 971698 971754
clip_by_global_norm/mul_206 971759 971813
clip_by_global_norm/mul_21 971818 971869
clip_by_global_norm/mul_22 971881 971936
clip_by_global_norm/mul_23 971942 971993
clip_by_global_norm/mul_24 972003 972056
clip_by_global_norm/mul_25 972062 972113
clip_by_global_norm/mul_26 972121 972179
clip_by_global_norm/mul_3 972185 972236
clip_by_global_norm/mul_27 972241 972298
clip_by_global_norm/mul_28 972303 972357
clip_by_global_norm/mul_29 972362 972413
clip_by_global_norm/mul_30 972423 972477
clip_by_global_norm/mul_4 972482 972532
clip_by_global_norm/mul_31 972540 972597
clip_by_global_norm/mul_32 972602 972684
clip_by_global_norm/mul_33 972690 972757
Mul_181 972763 972828
Square_33 972841 972903
Mul_187 972908 972967
Square_34 972972 973021
Mul_192 973026 973089
Square_35 973094 973143
Mul_197 973147 973208
Square_36 973213 973263
Mul_202 973267 973324
Square_37 973338 973390
Mul_208 973395 973450
Square_38 973455 973513
Mul_213 973518 973575
Square_39 973582 973637
Mul_219 973642 973699
Square_40 973705 973753
Mul_224 973757 973837
Square_41 973845 973896
Mul_230 973900 973963
Square_42 973968 974019
Mul_235 974024 974091
Square_43 974104 974153
Mul_241 974157 974208
Square_44 974213 974266
Mul_246 974270 974322
Square_45 974326 974375
Mul_25 974379 974461
Square_4 974466 974514
Mul_251 974518 974577
Square_46 974583 974628
Mul_256 974632 974689
Square_47 974698 974746
Mul_262 974750 974802
Square_48 974812 974860
Mul_267 974864 974916
Square_49 974924 974978
Mul_273 974982 975035
Square_50 975039 975091
Mul_278 975095 975150
Square_51 975155 975200
Mul_283 975204 975263
Square_52 975267 975312
Mul_288 975316 975373
Square_53 975380 975429
Mul_294 975433 975485
Square_54 975495 975543
Mul_299 975550 975603
Square_55 975611 975665
Mul_30 975669 975722
Square_5 975729 975779
Mul_305 975783 975838
Square_56 975843 975888
Mul_310 975894 975951
Square_57 975959 976005
Mul_316 976009 976068
Square_58 976072 976118
Mul_321 976121 976175
Square_59 976187 976236
Mul_327 976240 976293
Square_60 976298 976350
Mul_332 976354 976406
Square_61 976411 976460
Mul_337 976464 976518
Square_62 976523 976567
Mul_342 976575 976629
Square_63 976637 976684
Mul_348 976688 976747
Square_64 976751 976798
Mul_353 976801 976858
Square_65 976866 976915
Mul_2/y 976919 977012
Mul_36 977029 977089
Square_6 977094 977142
Mul_359 977146 977202
Square_66 977207 977254
Mul_364 977258 977309
Square_67 977319 977366
Mul_369 977371 977423
Square_68 977427 977479
Mul_374 977484 977536
Square_69 977544 977597
Mul_380 977601 977656
Square_70 977660 977705
Mul_385 977709 977776
Square_71 977784 977834
Mul_391 977838 977896
Square_72 977901 977948
Mul_396 977952 978004
Square_73 978016 978067
Mul_402 978071 978123
Square_74 978128 978181
Mul_407 978186 978238
Square_75 978246 978296
Mul_41 978301 978355
Square_7 978363 978409
Mul_413 978417 978472
Square_76 978477 978521
Mul_418 978525 978582
Square_77 978587 978633
Mul_423 978637 978689
Square_78 978698 978745
Mul_428 978750 978801
Square_79 978809 978863
Mul_434 978867 978920
Square_80 978924 978974
Mul_439 978979 979033
Square_81 979044 979091
Mul_445 979102 979156
Square_82 979161 979205
Mul_450 979209 979267
Square_83 979272 979318
Mul_455 979323 979374
Square_84 979383 979430
Mul_460 979434 979487
Square_85 979494 979547
Mul_47 979552 979603
Square_8 979608 979658
Mul_466 979662 979717
Square_86 979721 979766
Mul_471 979770 979829
Square_87 979836 979882
Mul_477 979886 979946
Square_88 979951 979996
Mul_482 980000 980051
Square_89 980063 980112
Mul_488 980116 980168
Square_90 980172 980224
Mul_493 980229 980281
Square_91 980289 980339
Mul_499 980344 980398
Square_92 980403 980447
Mul_504 980456 980509
Square_93 980514 980558
Mul_509 980562 980650
Square_94 980655 980703
Mul_514 980707 980759
Square_95 980772 980821
Mul_52 980825 980878
Square_9 980885 980938
Mul_520 980943 980994
Square_96 980998 981048
Mul_525 981053 981107
Square_97 981115 981161
Mul_531 981170 981225
Square_98 981229 981274
Mul_536 981278 981337
Square_99 981342 981387
Mul_541 981391 981447
Square_100 981452 981498
Mul_546 981502 981554
Square_101 981561 981616
Mul_552 981620 981671
Square_102 981676 981726
Mul_557 981731 981796
Square_103 981804 981852
Mul_563 981861 981916
Square_104 981921 981966
Mul_568 981970 982028
Square_105 982036 982081
Mul_58 982085 982142
Square_10 982147 982193
Mul_574 982198 982249
Square_106 982258 982305
Mul_579 982310 982362
Square_107 982369 982420
Mul_585 982424 982479
Square_108 982483 982528
Mul_590 982536 982590
Square_109 982595 982640
Mul_595 982644 982702
Square_110 982707 982752
Mul_600 982756 982813
Square_111 982821 982870
Mul_606 982874 982925
Square_112 982934 982982
Mul_611 982986 983038
Square_113 983046 983102
Mul_617 983107 983160
Square_114 983165 983214
Mul_622 983219 983272
Square_115 983277 983322
Mul_63 983326 983385
Square_11 983392 983442
Mul_627 983446 983504
Square_116 983509 983557
Mul_632 983561 983613
Square_117 983626 983674
Mul_638 983679 983730
Square_118 983735 983787
Mul_643 983791 983844
Square_119 983851 983902
Mul_649 983906 983960
Square_120 983964 984009
Mul_654 984013 984072
Square_121 984079 984125
Mul_660 984129 984187
Square_122 984192 984238
Mul_665 984242 984296
Square_123 984306 984355
Mul_671 984359 984410
Square_124 984415 984467
Mul_676 984471 984523
Square_125 984528 984578
Mul_69 984582 984636
Square_12 984641 984686
Mul_681 984694 984748
Square_126 984752 984798
Mul_686 984802 984859
Square_127 984868 984914
Mul_692 984918 984975
Square_128 984980 985028
Mul_697 985032 985083
Square_129 985091 985145
Mul_703 985149 985201
Square_130 985206 985255
Mul_708 985260 985315
Square_131 985320 985364
Mul_713 985374 985428
Square_132 985433 985477
Mul_718 985481 985540
Square_133 985547 985593
Mul_724 985597 985654
Square_134 985659 985706
Mul_729 985710 985761
Square_135 985785 985841
Mul_74 985845 985898
Square_13 985903 985953
Mul_735 985957 986011
Square_136 986016 986060
Mul_740 986069 986124
Square_137 986132 986178
Mul_746 986182 986248
Square_138 986252 986294
Mul_751 986298 986351
Square_139 986360 986406
Mul_757 986410 986458
Square_140 986467 986512
Mul_762 986516 986564
Square_141 986569 986618
Mul_767 986622 986672
Square_142 986676 986717
Mul_772 986726 986782
Square_143 986790 986833
Mul_778 986837 986893
Square_144 986897 986939
Mul_783 986944 986997
Square_145 987005 987050
Mul_79 987054 987102
Square_14 987115 987161
Mul_789 987165 987214
Square_146 987218 987267
Mul_794 987272 987320
Square_147 987325 987391
Mul_799 987395 987447
Square_148 987451 987493
Mul_804 987497 987553
Square_149 987560 987603
Mul_810 987607 987660
Square_150 987665 987709
Mul_815 987713 987761
Square_151 987773 987819
Mul_821 987823 987871
Square_152 987876 987926
Mul_826 987930 987978
Square_153 987985 988033
Mul_832 988037 988088
Square_154 988092 988134
Mul_837 988142 988193
Square_155 988200 988242
Mul_84 988247 988328
Square_15 988336 988381
Mul_843 988385 988439
Square_156 988444 988489
Mul_848 988493 988542
Square_157 988547 988595
Mul_853 988599 988648
Square_158 988653 988699
Mul_858 988704 988755
Square_159 988763 988805
Mul_864 988814 988864
Square_160 988869 988911
Mul_869 988914 988970
Square_161 988977 989020
Mul_875 989024 989079
Square_162 989083 989128
Mul_880 989132 989180
Square_163 989189 989234
Mul_885 989238 989286
Square_164 989291 989338
Mul_890 989342 989394
Square_165 989401 989444
Mul_8 989453 989505
Square_1 989509 989551
Mul_90 989555 989610
Square_16 989615 989657
Mul_896 989660 989714
Square_166 989718 989762
Mul_901 989774 989827
Square_167 989841 989889
Mul_907 989893 989942
Square_168 989947 989996
Mul_912 990000 990050
Square_169 990057 990104
Mul_918 990108 990159
Square_170 990163 990205
Mul_923 990209 990264
Square_171 990271 990314
Mul_929 990317 990370
Square_172 990375 990419
Mul_934 990423 990471
Square_173 990480 990525
Mul_939 990528 990577
Square_174 990581 990629
Mul_944 990633 990683
Square_175 990691 990738
Mul_95 990743 990793
Square_17 990801 990844
Mul_950 990852 990902
Square_176 990907 990949
Mul_955 990953 991621
Square_177 991629 991676
Mul_961 991680 991736
Square_178 991741 991786
Mul_966 991791 991839
Square_179 991844 991892
Mul_971 991897 991945
Square_180 991949 991995
Mul_976 991999 992050
Square_181 992057 992101
Mul_982 992109 992274
Square_182 992279 992323
Mul_987 992327 992384
Square_183 992391 992435
Mul_993 992439 992493
Square_184 992498 992543
Mul_998 992547 992596
Square_185 992607 992654
Mul_101 992658 992706
Square_18 992711 992759
Mul_1004 992763 992814
Square_186 992819 992861
Mul_1009 992870 992921
Square_187 992928 992972
Mul_1015 992975 993031
Square_188 993036 993078
Mul_1020 993082 993136
Square_189 993141 993186
Mul_1025 993190 993238
Square_190 993247 993292
Mul_1030 993296 993345
Square_191 993352 993402
Mul_1036 993406 993456
Square_192 993460 993508
Mul_1041 993512 993563
Square_193 993571 993614
Mul_1047 993618 993673
Square_194 993678 993720
Mul_1052 993724 993787
Square_195 993792 993840
Mul_106 993843 993893
Square_19 993903 993947
Mul_1057 993951 993999
Square_196 994004 994053
Mul_1062 994058 994107
Square_197 994114 994163
Mul_1068 994168 994219
Square_198 994223 994265
Mul_1073 994269 994324
Square_199 994332 994375
Mul_1079 994379 994435
Square_200 994439 994482
Mul_1084 994486 994534
Square_201 994544 994588
Mul_1089 994593 994641
Square_202 994646 994695
Mul_1094 994699 994748
Square_203 994756 994804
Mul_1099 994808 994860
Square_204 994864 994906
Mul_1105 994915 994966
Square_205 994970 995013
Mul_111 995017 995072
Square_20 995077 995120
Mul_116 995124 995178
Square_21 995185 995230
Mul_122 995234 995283
Square_22 995288 995338
Mul_127 995342 995391
Square_23 995398 995447
Mul_133 995452 995503
Square_24 995507 995549
Mul_138 995558 995609
Square_25 995616 995659
Mul_14 995664 995719
Square_2 995726 995769
Mul_144 995773 995826
Square_26 995831 995875
Mul_149 995879 995928
Square_27 995940 995986
Mul_155 995989 996038
